"qq","troopid"
"774578892","107534910"
"50859847","107534910"
"444523356","107534910"
"771959459","107534910"
"1431033809","107534910"
"315914900","107534910"
"3324280046","107534910"
"957789210","107534910"
"827302928","107534910"
"344531506","107534910"
"1487097119","107534910"
"249137236","107534910"
"3169814823","107534910"
"3251496244","107534910"
"291633193","107534910"
"2907132858","107534910"
"987456773","107534910"
"490086440","107534910"
"2832034128","107534910"
"1420352187","107534910"
"460727943","107534910"
"2729180186","107534910"
"996336265","107534910"
"2199396239","107534910"
"2860566472","107534910"
"1607070329","107568814"
"849140729","107568814"
"3301002","107573719"
"771959459","107664559"
"446842215","107714976"
"2273047975","107795803"
"52704311","107795803"
"2324455689","107795803"
"810949208","107795803"
"123271362","107795803"
"943358268","107795803"
"821427714","107795803"
"723899628","107795803"
"2243441763","107795803"
"2920728338","107795803"
"1723369039","107795803"
"51017823","107795803"
"864721629","107795803"
"1482373308","107795803"
"364137915","107795803"
"396541416","107795803"
"569063160","107795803"
"2482771700","107795803"
"814897311","107795803"
"1243938160","107795803"
"987456773","107795803"
"2544912123","107923385"
"2111057647","107923385"
"3317518295","107923385"
"956998856","107923385"
"2664373023","107923385"
"1467278912","107923385"
"1911965673","107923385"
"371091137","107923385"
"2287699619","107923385"
"574880094","107923385"
"11099983","107923385"
"574915775","107923385"
"455827332","107923385"
"1820181062","107923385"
"346246587","107923385"
"2593067989","107923385"
"3078607934","107923385"
"294759431","107923385"
"12398551","107923385"
"2243441763","107923385"
"2829686957","107923385"
"77382533","107923385"
"2987829424","107923385"
"847627522","107923385"
"56389921","107923385"
"592480195","107923385"
"405734236","107923385"
"1433028145","107923385"
"3298688664","107923385"
"1171723136","107923385"
"86128308","107923385"
"1971404878","107923385"
"2134731847","107923385"
"376952547","107923385"
"2816787725","107923385"
"79449824","107923385"
"3030147645","107923385"
"2821499708","107923385"
"2540369966","107923385"
"37625604","107923385"
"13798616862","107923385"
"1799481510","107923385"
"408171366","107923385"
"3272345414","107923385"
"275974871","108021424"
"409426146","10804088"
"544266482","108054734"
"391454532","10805535"
"1911965673","108074761"
"3101262254","108074761"
"173548873","108074761"
"","108074761"
"1131528172","108074761"
"531230483","108074761"
"670176812","108074761"
"","108074761"
"905956329","108074761"
"330693563","108074761"
"6966306","108074761"
"57454260","108074761"
"2660664216","108074761"
"276567216","108074761"
"6966306","108126623"
"13632939","10813946"
"554468816","108149163"
"380083443","10834976"
"","108436107"
"99462604","108509551"
"1308533313","108509551"
"2725711478","108509551"
"2823863482","108509551"
"574880094","108509551"
"50370947","108509551"
"2499978394","108509551"
"1920797662","108509551"
"1910299372","108509551"
"122354883","108509551"
"1141050022","108509551"
"2990835011","108509551"
"329720459","108509551"
"2035863279","108509551"
"2044431326","108509551"
"3196669202","108509551"
"1911308621","108509551"
"343478890","108509551"
"1005189906","108509551"
"121724292","108509551"
"2249079288","108509551"
"2797103671","108509551"
"174445547","108509551"
"1926895446","108509551"
"2104456191","108509551"
"380309154","108509551"
"1654209359","108509551"
"852648","108509551"
"228511020","108509551"
"1833521129","108509551"
"85932544","108509551"
"2094621561","108509551"
"264514042","108509551"
"1749722162","108509551"
"33134587","108509551"
"459059597","108509551"
"3237216108","108509551"
"2192626832","108509551"
"1329028909","108509551"
"2193500677","108509551"
"2281984405","108509551"
"2807818887","108509551"
"2642034846","108509551"
"894969570","108509551"
"3173781371","108509551"
"2093249133","108509551"
"2319282134","108509551"
"947217598","108509551"
"2511570090","108509551"
"406521573","108509551"
"37625604","108509551"
"1020870011","108509551"
"871982014","108509551"
"37286660","108509551"
"1152654799","108509551"
"1214339145","108509551"
"2286962952","108509551"
"993913591","108509551"
"1246101166","108509551"
"2874665183","108509551"
"996336265","108509551"
"85302269","10852016"
"464833295","108646984"
"515524038","108702980"
"752565002","108707879"
"0000000013052525","108725186"
"772066568","108796743"
"6966306","108796743"
"57454260","108796743"
"280354714","108854172"
"1773457168","108937767"
"516343578","108937767"
"1005189906","108937767"
"2735736501","108937767"
"2294038202","108937767"
"2933813402","108937767"
"459059597","108937767"
"1879728933","108937767"
"380083443","10896285"
"1719105946","109031592"
"670653122","10908966"
"723899628","109103614"
"517295290","109151211"
"86128308","109151211"
"1834249106","109151211"
"815703600","109192891"
"371091137","109253631"
"693080496","109259472"
"0000000013052525","109374526"
"251054761","109388615"
"1433028145","109398430"
"376952547","109398430"
"343116351","109417436"
"250228854","109417436"
"928206461","109417436"
"429431262","109417436"
"105469364","109417436"
"1318336842","109417436"
"76096038","109417436"
"871156463","109417436"
"249744437","109417436"
"2890609465","109417436"
"349017182","109417436"
"2538278946","109417436"
"644834982","109417436"
"654355928","109417436"
"148270559","109417436"
"15426920","109417436"
"2229458377","109417436"
"187039691","109417436"
"32016752","109417436"
"1484868726","109426789"
"181344418","10946764"
"4101152","109468211"
"1279677620","109476308"
"2856555781","109476308"
"32016752","109476308"
"2111057647","109558616"
"1649554368","109558616"
"2664373023","109558616"
"1911965673","109558616"
"1456921478","109558616"
"574880094","109558616"
"446842215","109558616"
"122354883","109558616"
"3160004034","109558616"
"782506643","109558616"
"574915775","109558616"
"29377174","109558616"
"1820181062","109558616"
"2593067989","109558616"
"812442672","109558616"
"1923086356","109558616"
"1248120062","109558616"
"372862404","109558616"
"2070711275","109558616"
"2097639513","109558616"
"2987829424","109558616"
"56389921","109558616"
"592480195","109558616"
"939681497","109558616"
"1926895446","109558616"
"380309154","109558616"
"2906862033","109558616"
"1171723136","109558616"
"3197644476","109558616"
"1776787526","109558616"
"2115792776","109558616"
"77432013","109558616"
"79449824","109558616"
"459059597","109558616"
"2281984405","109558616"
"3030147645","109558616"
"1625925630","109558616"
"233947003","109558616"
"3266067049","109558616"
"3173781371","109558616"
"406521573","109558616"
"348969313","109558616"
"2296527835","109558616"
"2658761663","109558616"
"3247717780","109558616"
"37286660","109558616"
"1919055776","109558616"
"391454532","109558616"
"3046278722","109558616"
"752392437","109558616"
"11099983","109700162"
"1411524212","109742444"
"1550015876","109769159"
"526880783","109769159"
"863278564","109769159"
"453095083","109778452"
"3223859369","109810030"
"771959459","109870276"
"313718967","109892764"
"343116351","109904425"
"366965139","110195769"
"84535239","110328983"
"574880094","110432483"
"574164246","110432483"
"2044431326","110432483"
"56389921","110432483"
"24986607","110432483"
"43558660","110432483"
"574880094","110537946"
"564724649","110537946"
"1010800695","110537946"
"2856555781","110537946"
"8567000","110537946"
"2476410316","110537946"
"1343903324","110537946"
"936986873","110537946"
"2538278946","110537946"
"3126876965","110537946"
"2371296097","110537946"
"1362594634","110537946"
"250101022","110544423"
"46401845","110553803"
"895506727","110688270"
"2632821892","110810243"
"272432000","110810243"
"2375357840","110810243"
"450994708","11084526"
"1348272207","11084526"
"2664373023","11084526"
"1467278912","11084526"
"1911965673","11084526"
"1456921478","11084526"
"87759686","11084526"
"1173290764","11084526"
"978391133","11084526"
"2287699619","11084526"
"574880094","11084526"
"2589298899","11084526"
"11099983","11084526"
"3284487658","11084526"
"1141050022","11084526"
"455827332","11084526"
"1820181062","11084526"
"2593067989","11084526"
"475666574","11084526"
"309145134","11084526"
"3127564899","11084526"
"3166168105","11084526"
"241326220","11084526"
"1248120062","11084526"
"294759431","11084526"
"372862404","11084526"
"2829686957","11084526"
"2907008812","11084526"
"2987829424","11084526"
"592480195","11084526"
"1433028145","11084526"
"1926895446","11084526"
"260650711","11084526"
"2628783778","11084526"
"123565320","11084526"
"1171723136","11084526"
"1240498575","11084526"
"522952132","11084526"
"511029956","11084526"
"3126876965","11084526"
"459059597","11084526"
"278804926","11084526"
"297294799","11084526"
"2281984405","11084526"
"3030147645","11084526"
"894969570","11084526"
"1625925630","11084526"
"562706449","11084526"
"233947003","11084526"
"3114763591","11084526"
"2951015510","11084526"
"2540369966","11084526"
"37625604","11084526"
"2843694462","11084526"
"82893457","11084526"
"355553227","11084526"
"2916318002","11084526"
"3092058305","11084526"
"280101774","11084526"
"1040775845","11084526"
"2359626563","11084526"
"996336265","11084526"
"752392437","11084526"
"771959459","110856275"
"349312644","111040655"
"939681497","111374298"
"2906862033","111374298"
"356239380","111374298"
"1617153701","111439106"
"6497259","111520322"
"49169291","111520322"
"24986607","11157774"
"385239461","111610364"
"16171857","111610364"
"86771905","111610364"
"672894810","111610364"
"394068917","111610364"
"1254968878","111610364"
"821105498","111610364"
"285833600","111610364"
"840260929","111610364"
"395488610","111610364"
"417989593","111610364"
"1411524212","111610364"
"3255866366","111610364"
"107704472","111610364"
"601336107","111610364"
"1003967563","111610364"
"54304548","111610364"
"258823329","111610364"
"564063385","111610364"
"113382295","111610364"
"3223562095","111610364"
"2945338370","111610364"
"330693563","111610364"
"366965139","111610364"
"1104804229","111610364"
"670653122","111610364"
"2322733037","111610364"
"148270559","111610364"
"1042494014","111610364"
"819535060","111610364"
"39758165","111610364"
"2274240538","111610364"
"244128336","111610364"
"87532766","111610364"
"187039691","111610364"
"3169814823","111610364"
"278596156","111610364"
"1656583986","111610364"
"244704673","111610364"
"278547577","111610364"
"24828664","111613698"
"270944933","111613698"
"371091137","111639617"
"870160898","111736085"
"273662739","111744159"
"49257953","112036460"
"5748413","112054676"
"450994708","11206888"
"1348272207","11206888"
"1649554368","11206888"
"394434882","11206888"
"2664373023","11206888"
"574880094","11206888"
"574915775","11206888"
"2856555781","11206888"
"1820181062","11206888"
"241326220","11206888"
"2243441763","11206888"
"2070711275","11206888"
"312082020","11206888"
"714547514","11206888"
