"","qq","troopid"
"1627","119510431",251923038
"1628","119510431",257328205
"1629","119510431",281161276
"1630","119510431",288179562
"1631","119510431",314484751
"1632","119510431",342130772
"1633","119510431",37669680
"1634","119510431",386078547
"1635","119510431",82037288
"1636","1195864595",143199998
"1637","1195864595",181572738
"1638","1195864595",193979023
"1639","1195864595",223442997
"1640","1195864595",427844008
"1641","1195864595",467452715
"1642","1196344090",135512928
"1643","1196344090",374770737
"1644","1197055082",175227776
"1645","1197055082",183272706
"1646","1197055082",190893895
"1647","1197055082",195773326
"1648","1197055082",212471097
"1649","1197055082",222506668
"1650","1197055082",5665777
"1651","1198265042",133899484
"1652","1198265042",215058408
"1653","1198265042",304139123
"1654","1198265042",374770737
"1655","1198265042",417061532
"1656","119872993",100925869
"1657","119872993",136382522
"1658","119872993",181450247
"1659","119872993",182019213
"1660","119872993",437866350
"1661","119872993",74561271
"1662","119872993",79746176
"1663","120054104",100925869
"1664","120054104",102038086
"1665","120054104",142067876
"1666","120054104",148613080
"1667","120054104",162623863
"1668","120054104",209987395
"1669","120054104",27985599
"1670","120054104",280097380
"1671","120054104",61198126
"1672","12029312",201371399
"1673","12029312",276216878
"1674","12029312",370692421
"1675","12029312",436910268
"1676","12029312",438168506
"1677","120326029",145164815
"1678","120326029",181572738
"1679","120326029",20189483
"1680","120326029",230325333
"1681","120326029",248723268
"1682","120326029",262014462
"1683","120326029",264012989
"1684","120326029",36055015
"1685","120326029",427533671
"1686","120326029",427844008
"1687","120326029",450163837
"1688","120326029",63247395
"1689","1203464056",279550461
"1690","1203464056",281161276
"1691","1203464056",318763412
"1692","12039513",199976445
"1693","120406614",107534910
"1694","120406614",120380027
"1695","120406614",138845219
"1696","120406614",160093518
"1697","120406614",17176148
"1698","120406614",230981281
"1699","120406614",238468563
"1700","120406614",250606734
"1701","120406614",427844008
"1702","120552560",131279103
"1703","120552560",138845219
"1704","120552560",148613080
"1705","120552560",159029664
"1706","120552560",161780944
"1707","120552560",169819160
"1708","120552560",170202595
"1709","120552560",175339020
"1710","120552560",222506668
"1711","120552560",230325333
"1712","120552560",239179754
"1713","120552560",239948343
"1714","120552560",249334621
"1715","120552560",253076019
"1716","120552560",272107335
"1717","120552560",283119114
"1718","120552560",31628277
"1719","120552560",316593892
"1720","120552560",368923055
"1721","120552560",371811862
"1722","120552560",375589666
"1723","120552560",37669680
"1724","120552560",398685215
"1725","120552560",41256498
"1726","120552560",423686665
"1727","120552560",427844008
"1728","120552560",49076926
"1729","120552560",50903376
"1730","120552560",83415226
"1731","1206696230",244535556
"1732","1206696230",248723268
"1733","1206696230",325731727
"1734","1206696230",369020991
"1735","1206696230",450163837
"1736","120718516",427844008
"1737","120718516",464345102
"1738","1207728177",215027593
"1739","1207728177",28482910
"1740","1207728177",80053905
"1741","120846674",117919809
"1742","120846674",117985171
"1743","120846674",131279103
"1744","120846674",136382522
"1745","120846674",148613080
"1746","120846674",160706566
"1747","120846674",162215943
"1748","120846674",169819160
"1749","120846674",172510024
"1750","120846674",176859600
"1751","120846674",181450247
"1752","120846674",182019213
"1753","120846674",191520595
"1754","120846674",192070129
"1755","120846674",200072687
"1756","120846674",220200096
"1757","120846674",222506668
"1758","120846674",230325333
"1759","120846674",244535556
"1760","120846674",256405543
"1761","120846674",257761125
"1762","120846674",262014462
"1763","120846674",264012989
"1764","120846674",275477343
"1765","120846674",276847516
"1766","120846674",280097380
"1767","120846674",284789196
"1768","120846674",292825146
"1769","120846674",316593892
"1770","120846674",319759454
"1771","120846674",329310714
"1772","120846674",348567370
"1773","120846674",36055015
"1774","120846674",361086108
"1775","120846674",372551173
"1776","120846674",383040052
"1777","120846674",383370349
"1778","120846674",385473492
"1779","120846674",417061532
"1780","120846674",60336285
"1781","120846674",66784645
"1782","120846674",79746176
"1783","1210367789",117839365
"1784","1210367789",203796129
"1785","1210367789",256198738
"1786","1213855308",120083649
"1787","1213855308",14579008
"1788","1213855308",160093518
"1789","1213855308",160706566
"1790","1213855308",91519241
"1791","1214339145",108509551
"1792","1214339145",145164815
"1793","1214339145",374547765
"1794","1214339145",452422809
"1795","1214339145",471688654
"1796","121488238",102038086
"1797","121488238",114760877
"1798","121488238",115031358
"1799","121488238",122487023
"1800","121488238",128759777
"1801","121488238",145135980
"1802","121488238",169233612
"1803","121488238",180979137
"1804","121488238",184553838
"1805","121488238",184571663
"1806","121488238",185417836
"1807","121488238",185516170
"1808","121488238",200072687
"1809","121488238",205044799
"1810","121488238",209987395
"1811","121488238",218384660
"1812","121488238",222506668
"1813","121488238",225907400
"1814","121488238",251190542
"1815","121488238",251371282
"1816","121488238",252498149
"1817","121488238",276847516
"1818","121488238",283119114
"1819","121488238",292825146
"1820","121488238",304139123
"1821","121488238",311670087
"1822","121488238",312677792
"1823","121488238",316593892
"1824","121488238",325811023
"1825","121488238",328600371
"1826","121488238",4186567
"1827","121488238",423686665
"1828","121488238",43109246
"1829","121488238",61198126
"1830","121488238",74561271
"1831","121488238",75346464
"1832","121488238",79739640
"1833","121488238",79746176
"1834","121488238",91519241
"1835","1215091847",237296109
"1836","1215091847",248723268
"1837","1216252827",159029664
"1838","1216252827",80053905
"1839","121724292",108509551
"1840","121724292",120380027
"1841","121724292",13053120
"1842","121724292",131944043
"1843","121724292",160236131
"1844","121724292",175339020
"1845","121724292",181681485
"1846","121724292",18380056
"1847","121724292",184553838
"1848","121724292",185417836
"1849","121724292",194409629
"1850","121724292",22688090
"1851","121724292",235655190
"1852","121724292",250606734
"1853","121724292",255732206
"1854","121724292",259645608
"1855","121724292",273911484
"1856","121724292",281216823
"1857","121724292",298201600
"1858","121724292",301790769
"1859","121724292",313157219
"1860","121724292",327368075
"1861","121724292",33140777
"1862","121724292",427844008
"1863","121724292",45747093
"1864","121724292",63600561
"1865","121724292",79406668
"1866","121724292",90781212
"1867","121884253",128350510
"1868","121884253",135512928
"1869","121884253",413519021
"1870","121884253",427099963
"1871","1220691556",102038086
"1872","1220691556",107469013
"1873","1220691556",182209513
"1874","1220691556",20319934
"1875","1220691556",253076019
"1876","1220691556",384182259
"1877","1220691556",65325468
"1878","1220691556",83415226
"1879","1220985795",12392040
"1880","1220985795",145164815
"1881","1220985795",209893050
"1882","1220985795",361446643
"1883","1223067171",127339716
"1884","1223067171",137352409
"1885","1223067171",187821085
"1886","1223067171",235189962
"1887","1223067171",241093897
"1888","1223067171",255279866
"1889","1223067171",256017868
"1890","1223067171",318047190
"1891","1223067171",417592171
"1892","122354883",108509551
"1893","122354883",109558616
"1894","122354883",131527997
"1895","122354883",134433289
"1896","122354883",148582376
"1897","122354883",150950633
"1898","122354883",175233876
"1899","122354883",181572738
"1900","122354883",190242602
"1901","122354883",196489639
"1902","122354883",207378037
"1903","122354883",230091104
"1904","122354883",246820299
"1905","122354883",262566769
"1906","122354883",276216878
"1907","122354883",279550461
"1908","122354883",282773546
"1909","122354883",285956046
"1910","122354883",297299970
"1911","122354883",309642730
"1912","122354883",312528842
"1913","122354883",318047190
"1914","122354883",326917836
"1915","122354883",331050354
"1916","122354883",339083438
"1917","122354883",344104154
"1918","122354883",345855126
"1919","122354883",374547765
"1920","122354883",399982013
"1921","122354883",438168506
"1922","122354883",438547913
"1923","122354883",474566990
"1924","122354883",482613309
"1925","122354883",489305454
"1926","122354883",522290993
"1927","122354883",61048992
"1928","122354883",87977205
"1929","122354883",93095678
"1930","122358594",235655190
"1931","122358594",242376063
"1932","122358594",384151833
"1933","122358594",74561271
"1934","1223858792",160706566
"1935","1223858792",316593892
"1936","1223858792",384182259
"1937","1226859516",143452998
"1938","1226859516",148613080
"1939","1226859516",161780944
"1940","1226859516",184553838
"1941","1226859516",264012989
"1942","1226859516",310941382
"1943","1226859516",316593892
"1944","1226859516",384182259
"1945","1226859516",89544849
"1946","122694338",13053120
"1947","122694338",138845219
"1948","122694338",160093518
"1949","122694338",17176148
"1950","122694338",185834869
"1951","122694338",221360973
"1952","122694338",223892668
"1953","122694338",22688090
"1954","122694338",249364676
"1955","122694338",251923038
"1956","122694338",272107335
"1957","122694338",28482910
"1958","122694338",330263192
"1959","122694338",80053905
"1960","122729814",181572738
"1961","122729814",313157219
"1962","122729814",318763412
"1963","122729814",342130772
"1964","122729814",374547765
"1965","122729814",471688654
"1966","122729814",474566990
"1967","122729814",63247395
"1968","122732885",120873964
"1969","122732885",127207175
"1970","122732885",13053120
"1971","122732885",145164815
"1972","122732885",185417836
"1973","122732885",209893050
"1974","122732885",264658292
"1975","122732885",285771072
"1976","122732885",318763412
"1977","122732885",330263192
"1978","122732885",420230565
"1979","122739116",218652063
"1980","122739116",232597215
"1981","122739116",413519021
"1982","122739116",456445270
"1983","1228730835",160346474
"1984","1228730835",171658975
"1985","1228730835",181572738
"1986","1228730835",188563226
"1987","1228730835",190242602
"1988","1228730835",20189483
"1989","1228730835",209893050
"1990","1228730835",215027593
"1991","1228730835",223442997
"1992","1228730835",22688090
"1993","1228730835",234331
"1994","1228730835",235555754
"1995","1228730835",262566769
"1996","1228730835",275477343
"1997","1228730835",276216878
"1998","1228730835",292600426
"1999","1228730835",313157219
"2000","1228730835",326683526
"2001","1228730835",3513533
"2002","1228730835",387199551
"2003","1228730835",427844008
"2004","1228730835",467452715
"2005","1228730835",63247395
"2006","1228730835",80053905
"2007","123018235",105877597
"2008","123018235",117919809
"2009","123018235",120083649
"2010","123018235",14579008
"2011","123018235",180979137
"2012","123018235",182019213
"2013","123018235",184553838
"2014","123018235",192070129
"2015","123018235",218384660
"2016","123018235",218652063
"2017","123018235",222506668
"2018","123018235",230325333
"2019","123018235",245190993
"2020","123018235",251134929
"2021","123018235",253076019
"2022","123018235",260353644
"2023","123018235",264012989
"2024","123018235",285980552
"2025","123018235",297463962
"2026","123018235",315522985
"2027","123018235",31628277
"2028","123018235",334898166
"2029","123018235",336721883
"2030","123018235",338154303
"2031","123018235",384182259
"2032","123018235",60201619
"2033","123018235",71687433
"2034","123127685",427844008
"2035","123237692",128350510
"2036","123237692",138845219
"2037","123237692",145164815
"2038","123237692",160093518
"2039","123237692",175306878
"2040","123237692",190242602
"2041","123237692",238468563
"2042","123237692",284789196
"2043","123237692",313157219
"2044","123237692",323696667
"2045","123237692",339059088
"2046","123237692",386078547
"2047","123237692",42193519
"2048","123237692",427844008
"2049","123237692",63247395
"2050","123244405",169819160
"2051","123244405",231562797
"2052","123244405",237296109
"2053","123244405",36055015
"2054","123244405",364189550
"2055","123244405",456445270
"2056","123271362",107534910
"2057","123271362",107795803
"2058","123271362",113187526
"2059","123271362",13053120
"2060","123271362",138845219
"2061","123271362",145887959
"2062","123271362",156712286
"2063","123271362",159607459
"2064","123271362",165029365
"2065","123271362",171658975
"2066","123271362",201371399
"2067","123271362",235555754
"2068","123271362",246955034
"2069","123271362",251923038
"2070","123271362",262566769
"2071","123271362",277834343
"2072","123271362",281161276
"2073","123271362",28482910
"2074","123271362",298136580
"2075","123271362",313157219
"2076","123271362",318763412
"2077","123271362",342130772
"2078","123271362",369657128
"2079","123271362",386078547
"2080","123271362",427844008
"2081","123271362",80053905
"2082","123314358",102038086
"2083","123314358",107534910
"2084","123314358",117839365
"2085","123314358",135297366
"2086","123314358",138845219
"2087","123314358",156692410
"2088","123314358",160093518
"2089","123314358",17176148
"2090","123314358",177362016
"2091","123314358",181572738
"2092","123314358",209893050
"2093","123314358",221360973
"2094","123314358",223892668
"2095","123314358",230981281
"2096","123314358",238468563
"2097","123314358",240168395
"2098","123314358",245185908
"2099","123314358",248928360
"2100","123314358",249364676
"2101","123314358",251190542
"2102","123314358",262014462
"2103","123314358",284789196
"2104","123314358",28482910
"2105","123314358",313157219
"2106","123314358",339059088
"2107","123314358",342130772
"2108","123314358",371495942
"2109","123314358",372893577
"2110","123314358",379285878
"2111","123314358",386078547
"2112","123314358",427844008
"2113","123314358",489305454
"2114","123314358",63247395
"2115","123565320",11084526
"2116","123565320",13207573
"2117","123565320",137352409
"2118","123565320",230325333
"2119","123565320",237703431
"2120","123565320",251371282
"2121","123565320",37669680
"2122","123932550",113144675
"2123","123932550",118937223
"2124","123932550",122911917
"2125","123932550",128759777
"2126","123932550",130352342
"2127","123932550",135512928
"2128","123932550",169819160
"2129","123932550",193530296
"2130","123932550",198563001
"2131","123932550",199297765
"2132","123932550",215206008
"2133","123932550",218652063
"2134","123932550",221335252
"2135","123932550",236070411
"2136","123932550",237296109
"2137","123932550",246695289
"2138","123932550",256444543
"2139","123932550",264658292
"2140","123932550",286705506
"2141","123932550",36055015
"2142","123932550",410047491
"2143","123932550",413519021
"2144","123932550",427099963
"2145","123932550",474566990
"2146","123932550",79746176
"2147","12398551",107923385
"2148","12398551",142480551
"2149","12398551",159941164
"2150","12398551",192874243
"2151","12398551",230073963
"2152","12398551",238141726
"2153","12398551",246820299
"2154","12398551",274278487
"2155","12398551",318047190
"2156","12398551",361446643
"2157","12398551",366246700
"2158","12398551",420245296
"2159","12398551",439410541
"2160","12398551",513986015
"2161","12398551",62314452
"2162","12398551",68352124
"2163","12398551",69442161
"2164","123990213",174182617
"2165","123990213",375589666
"2166","123990213",398685215
"2167","1240498575",101770323
"2168","1240498575",107534910
"2169","1240498575",11084526
"2170","1240498575",131399105
"2171","1240498575",145164815
"2172","1240498575",159029664
"2173","1240498575",162228052
"2174","1240498575",164915143
"2175","1240498575",167197526
"2176","1240498575",169819160
"2177","1240498575",170661521
"2178","1240498575",20808477
"2179","1240498575",209649907
"2180","1240498575",211946403
"2181","1240498575",233043984
"2182","1240498575",23513648
"2183","1240498575",243241528
"2184","1240498575",261316625
"2185","1240498575",28482910
"2186","1240498575",318047190
"2187","1240498575",318464698
"2188","1240498575",319096993
"2189","1240498575",330832078
"2190","1240498575",334171894
"2191","1240498575",372143440
"2192","1240498575",384151833
"2193","1240498575",398685215
"2194","1240498575",427844008
"2195","1240498575",432415857
"2196","1240498575",439410541
"2197","1240498575",462031602
"2198","1240498575",471688654
"2199","1240498575",477283915
"2200","1240498575",485612126
"2201","1240498575",62314452
"2202","1240498575",93095678
"2203","1240661376",181450247
"2204","1240661376",451066119
"2205","1240783020",100925869
"2206","1240783020",102038086
"2207","1240783020",13256301
"2208","1240783020",144659112
"2209","1240783020",148613080
"2210","1240783020",162623863
"2211","1240783020",169819160
"2212","1240783020",185417836
"2213","1240783020",222506668
"2214","1240783020",228153664
"2215","1240783020",230325333
"2216","1240783020",244535556
"2217","1240783020",251190542
"2218","1240783020",252498149
"2219","1240783020",314484751
"2220","1240783020",318763412
"2221","1240783020",337549158
"2222","1240783020",37669680
"2223","1240783020",383370349
"2224","1240974724",100925869
"2225","1240974724",10519733
"2226","1240974724",117919809
"2227","1240974724",136382522
"2228","1240974724",169085235
"2229","1240974724",169819160
"2230","1240974724",187988726
"2231","1240974724",191520595
"2232","1240974724",195379279
"2233","1240974724",195629682
"2234","1240974724",218652063
"2235","1240974724",244535556
"2236","1240974724",311670087
"2237","1240974724",323696667
"2238","1240974724",334898166
"2239","1240974724",36055015
"2240","1240974724",369020991
"2241","1240974724",383040052
"2242","1240974724",79739640
"2243","124138924",113144675
"2244","124138924",128350510
"2245","124138924",176859600
"2246","124138924",230325333
"2247","124138924",252498149
"2248","124138924",292825146
"2249","124138924",36055015
"2250","124138924",37669680
"2251","124196594",182019213
"2252","124196594",297463962
"2253","124196594",383370349
"2254","124196594",79746176
"2255","124229418",117985171
"2256","124229418",138728758
"2257","124229418",138845219
"2258","124229418",163894847
"2259","124229418",166357932
"2260","124229418",17867453
"2261","124229418",189991045
"2262","124229418",201371399
"2263","124229418",213123358
"2264","124229418",219934817
"2265","124229418",244535556
"2266","124229418",278305267
"2267","124229418",281161276
"2268","124229418",284789196
"2269","124229418",28482910
"2270","124229418",311670087
"2271","124229418",312179756
"2272","124229418",313157219
"2273","124229418",330263192
"2274","124229418",364201662
"2275","124229418",370692421
"2276","124229418",384038851
"2277","124229418",386078547
"2278","124229418",427844008
"2279","124229418",87977205
"2280","124232218",127207175
"2281","124232218",79739640
"2282","1243938160",107795803
"2283","1243938160",223442997
"2284","1243938160",246955034
"2285","1243938160",386078547
"2286","1243938160",427844008
"2287","1243938160",463876652
"2288","124422499",135512928
"2289","124422499",237703431
"2290","124422499",434879940
"2291","124463814",230325333
"2292","124463814",252498149
"2293","124463814",37669680
"2294","124463814",5665777
"2295","1245063293",135297366
"2296","12451808",150217116
"2297","12451808",175306878
"2298","12451808",251190542
"2299","12451808",251552620
"2300","12451808",313157219
"2301","12451808",386078547
"2302","12451808",423686665
"2303","1246101166",108509551
"2304","1246101166",145164815
"2305","1246101166",185417836
"2306","1246101166",201371399
"2307","1246101166",249043180
"2308","1246101166",255732206
"2309","1246101166",255783101
"2310","1246101166",281026627
"2311","1246101166",28482910
"2312","1246101166",315981502
"2313","1246101166",328537961
"2314","1246101166",330263192
"2315","1246101166",384151833
"2316","1246101166",427844008
"2317","1246331665",362982196
"2318","1246331665",49076926
"2319","1246649294",181572738
"2320","1246649294",198796881
"2321","1246649294",384151833
"2322","1246649294",436910268
"2323","1246649294",438168506
"2324","1246649294",63247395
"2325","1246858066",107534910
"2326","1246858066",120083649
"2327","1246858066",120380027
"2328","1246858066",122911917
"2329","1246858066",126830699
"2330","1246858066",127207175
"2331","1246858066",135297366
"2332","1246858066",14579008
"2333","1246858066",175339020
"2334","1246858066",181572738
"2335","1246858066",182688721
"2336","1246858066",184910370
"2337","1246858066",230325333
"2338","1246858066",241737532
"2339","1246858066",249043180
"2340","1246858066",249094573
"2341","1246858066",259645608
"2342","1246858066",281404960
"2343","1246858066",315981502
"2344","1246858066",323685453
"2345","1246858066",326026457
"2346","1246858066",337839521
"2347","1246858066",37669680
"2348","1246858066",63247395
"2349","1246858066",66453122
"2350","1246858066",68350290
"2351","1246858066",84768241
"2352","124740167",127504172
"2353","124740167",145164815
"2354","124740167",167197526
"2355","124740167",174165224
"2356","124740167",204295648
"2357","124740167",207378037
"2358","124740167",234244458
"2359","124740167",246745938
"2360","124740167",250178782
"2361","124740167",251923038
"2362","124740167",326917836
"2363","124740167",367172421
"2364","124740167",372201338
"2365","124740167",415167308
"2366","124740167",427844008
"2367","124740167",471688654
"2368","124740167",72762790
"2369","124740167",80053905
"2370","124752586",232601539
"2371","1248120062",107534910
"2372","1248120062",109558616
"2373","1248120062",11084526
"2374","1248120062",113187526
"2375","1248120062",120083649
"2376","1248120062",131399105
"2377","1248120062",131527997
"2378","1248120062",138845219
"2379","1248120062",143199998
"2380","1248120062",146734314
"2381","1248120062",160093518
"2382","1248120062",161332682
"2383","1248120062",167197526
"2384","1248120062",17176148
"2385","1248120062",175306878
"2386","1248120062",17867453
"2387","1248120062",181681485
"2388","1248120062",182813877
"2389","1248120062",185834869
"2390","1248120062",198620056
"2391","1248120062",200106492
"2392","1248120062",201371399
"2393","1248120062",209893050
"2394","1248120062",213123358
"2395","1248120062",223442997
"2396","1248120062",230981281
"2397","1248120062",235555754
"2398","1248120062",236274652
"2399","1248120062",238468563
"2400","1248120062",243241528
"2401","1248120062",245185908
"2402","1248120062",246820299
"2403","1248120062",249364676
"2404","1248120062",256927171
"2405","1248120062",262014462
"2406","1248120062",262566769
"2407","1248120062",276216878
"2408","1248120062",300720394
"2409","1248120062",318047190
"2410","1248120062",318464698
"2411","1248120062",318763412
"2412","1248120062",330832078
"2413","1248120062",331973373
"2414","1248120062",361446643
"2415","1248120062",362777215
"2416","1248120062",386078547
"2417","1248120062",387438132
"2418","1248120062",392323589
"2419","1248120062",420245296
"2420","1248120062",427210383
"2421","1248120062",427844008
"2422","1248120062",432415857
"2423","1248120062",439410541
"2424","1248120062",456713672
"2425","1248120062",462031602
"2426","1248120062",464294094
"2427","1248120062",477283915
"2428","1248120062",479199501
"2429","1248120062",485612126
"2430","1248120062",487511727
"2431","1248120062",513986015
"2432","1248120062",62314452
"2433","1248120062",6996450
"2434","1248120062",77698616
"2435","1248120062",80053905
"2436","1248328270",190893895
"2437","1248328270",212471097
"2438","1248328270",218652063
"2439","1248328270",285980552
"2440","1248328270",371495942
"2441","1248328270",413519021
"2442","1248328270",484346857
"2443","1248577208",145164815
"2444","1248577208",201371399
"2445","1248577208",223442997
"2446","124948173",139665862
"2447","124948173",91519241
"2448","124991771",248723268
"2449","125029334",319096993
"2450","125126280",107534910
"2451","125126280",115056706
"2452","125126280",138845219
"2453","125126280",145164815
"2454","125126280",17176148
"2455","125126280",223442997
"2456","125126280",238468563
"2457","125126280",251923038
"2458","125126280",427844008
"2459","125126280",74847931
"2460","125126280",80053905
"2461","125168751",209987395
"2462","125230553",221335252
"2463","125230553",371495942
"2464","125296851",276847516
"2465","125296851",286978653
"2466","125296851",287260611
"2467","125296851",288179562
"2468","125296851",49162873
"2469","125296851",60336285
"2470","125296851",70767544
"2471","125344593",105240338
"2472","125344593",117985171
"2473","125344593",133899484
"2474","125344593",189550364
"2475","125344593",215058408
"2476","125344593",299342971
"2477","125344593",410047491
"2478","125344593",423686665
"2479","1254968878",105877597
"2480","1254968878",111610364
"2481","1254968878",118660224
"2482","1254968878",183272706
"2483","1254968878",189991045
"2484","1254968878",211510868
"2485","1254968878",218652063
"2486","1254968878",244535556
"2487","1254968878",256405543
"2488","1254968878",256444543
"2489","1254968878",264012989
"2490","1254968878",277833943
"2491","1254968878",286978653
"2492","1254968878",293494093
"2493","1254968878",315852166
"2494","1254968878",316593892
"2495","1254968878",329310714
"2496","1254968878",334898166
"2497","1254968878",383638902
"2498","1254968878",49076926
"2499","1254968878",49162873
"2500","1254968878",70767544
"2501","1257305739",119468117
"2502","1257305739",135315858
"2503","1257305739",135512928
"2504","1257305739",167197526
"2505","1257305739",186822140
"2506","1257305739",190893895
"2507","1257305739",194511207
"2508","1257305739",215027593
"2509","1257305739",221881908
"2510","1257305739",237703431
"2511","1257305739",247194022
"2512","1257305739",254391267
"2513","1257305739",262185371
"2514","1257305739",279824527
"2515","1257305739",295543711
"2516","1257305739",312474432
"2517","1257305739",374770737
"2518","1257305739",427099963
"2519","1257305739",452806931
"2520","1257305739",62794392
"2521","125939697",141932479
"2522","125939697",181450247
"2523","125939697",190893895
"2524","125939697",192070129
"2525","125939697",211510868
"2526","125939697",244535556
"2527","125939697",264012989
"2528","125939697",316593892
"2529","125939697",337549158
"2530","1260435327",102038086
"2531","1260435327",107534910
"2532","1260435327",117839365
"2533","1260435327",135297366
"2534","1260435327",138845219
"2535","1260435327",156692410
"2536","1260435327",160093518
"2537","1260435327",17176148
"2538","1260435327",177362016
"2539","1260435327",181572738
"2540","1260435327",209893050
"2541","1260435327",221360973
"2542","1260435327",223892668
"2543","1260435327",230981281
"2544","1260435327",238468563
"2545","1260435327",240168395
"2546","1260435327",245185908
"2547","1260435327",248928360
"2548","1260435327",249364676
"2549","1260435327",251190542
"2550","1260435327",262014462
"2551","1260435327",284789196
"2552","1260435327",28482910
"2553","1260435327",313157219
"2554","1260435327",339059088
"2555","1260435327",342130772
"2556","1260435327",371495942
"2557","1260435327",372893577
"2558","1260435327",379285878
"2559","1260435327",386078547
"2560","1260435327",427844008
"2561","1260435327",489305454
"2562","1260435327",63247395
"2563","1261143099",117651657
"2564","1261143099",118797678
"2565","1261143099",122911917
"2566","1261143099",156132545
"2567","1261143099",159941164
"2568","1261143099",175339020
"2569","1261143099",181572738
"2570","1261143099",199297765
"2571","1261143099",212817317
"2572","1261143099",239145646
"2573","1261143099",242376063
"2574","1261143099",315981502
"2575","1261143099",318763412
"2576","1261143099",384312366
"2577","1261143099",384400375
"2578","1261143099",386078547
"2579","1261143099",420230565
"2580","1261143099",427844008
"2581","1261143099",471688654
"2582","1261143099",474566990
"2583","1261143099",489305454
"2584","1261143099",79406668
"2585","1261143099",91944164
"2586","1261227837",13292352
"2587","1261227837",216713036
"2588","1261227837",284789196
"2589","1261227837",315852166
"2590","1261227837",362982196
"2591","1261227837",383040052
"2592","1261227837",417061532
"2593","1261227837",91519241
"2594","1262112148",276216878
"2595","1262112148",427844008
"2596","1263225818",100925869
"2597","1263225818",135315858
"2598","1263225818",141932479
"2599","1263225818",162623863
"2600","1263225818",169819160
"2601","1263225818",17194282
"2602","1263225818",185516170
"2603","1263225818",230325333
"2604","1263225818",240417985
"2605","1263225818",255279866
"2606","1263225818",286978653
"2607","1263225818",316593892
"2608","1263225818",328551594
"2609","1263225818",329310714
"2610","1263225818",338154303
"2611","1263225818",37669680
"2612","1263225818",385090976
"2613","1263225818",413519021
"2614","1263225818",49162873
"2615","1263225818",66784645
"2616","1265512353",384400375
"2617","1265512353",63600561
"2618","12689529",138845219
"2619","12689529",156712286
"2620","12689529",17176148
"2621","12689529",209893050
"2622","12689529",238468563
"2623","12689529",262118891
"2624","12689529",427844008
"2625","1269902683",122487023
"2626","1269902683",184553838
"2627","1269902683",218384660
"2628","1269902683",313157219
"2629","1269902683",37669680
"2630","1269949433",107534910
"2631","1269949433",113187526
"2632","1269949433",117651657
"2633","1269949433",123230258
"2634","1269949433",133899484
"2635","1269949433",138845219
"2636","1269949433",169233612
"2637","1269949433",171658975
"2638","1269949433",175463076
"2639","1269949433",22688090
"2640","1269949433",251190542
"2641","1269949433",281161276
"2642","1269949433",37669680
"2643","1269949433",427844008
"2644","1269949433",80053905
"2645","1270189030",116030971
"2646","1270189030",131213846
"2647","1270189030",14579008
"2648","1270189030",189991045
"2649","1270189030",218652063
"2650","1270189030",256444543
"2651","1270189030",285980552
"2652","1270189030",413519021
"2653","1272377834",138845219
"2654","1272377834",188563226
"2655","1272377834",235555754
"2656","1272377834",259645608
"2657","1272377834",272107335
"2658","1272377834",28482910
"2659","1272377834",326683526
"2660","1272377834",427844008
"2661","1272377834",471688654
"2662","1272377834",474566990
"2663","1272377834",63247395
"2664","1275251256",127207175
"2665","1275251256",169233612
"2666","1275251256",170202595
"2667","1275251256",175227776
"2668","1275251256",182813877
"2669","1275251256",207528010
"2670","1275251256",209987395
"2671","1275251256",222506668
"2672","1275251256",251371282
"2673","1275251256",328600371
"2674","1275251256",41256498
"2675","1275251256",5665777
"2676","1275251256",74561271
"2677","1276470140",159607459
"2678","1276470140",161332682
"2679","1276470140",171658975
"2680","1276470140",185417836
"2681","1276470140",251552620
"2682","1276470140",259645608
"2683","1276470140",277833943
"2684","1276470140",28482910
"2685","1276470140",330263192
"2686","1276470140",364201662
"2687","1276470140",386078547
"2688","1276470140",427844008
"2689","1276470140",83415226
"2690","1278604920",105240338
"2691","1278604920",120083649
"2692","1278604920",145164815
"2693","1278604920",164816393
"2694","1278604920",181681485
"2695","1278604920",184553838
"2696","1278604920",238141726
"2697","1278604920",25498640
"2698","1278604920",31662019
"2699","1278604920",319096993
"2700","1278604920",383040052
"2701","1278872909",14579008
"2702","1278872909",338154303
"2703","1279677620",102038086
"2704","1279677620",105073892
"2705","1279677620",107534910
"2706","1279677620",117839365
"2707","1279677620",127207175
"2708","1279677620",135297366
"2709","1279677620",138845219
"2710","1279677620",153931236
"2711","1279677620",156692410
"2712","1279677620",160093518
"2713","1279677620",160236131
"2714","1279677620",17176148
"2715","1279677620",177362016
"2716","1279677620",181572738
"2717","1279677620",181681485
"2718","1279677620",185509928
"2719","1279677620",209893050
"2720","1279677620",209987395
"2721","1279677620",221360973
"2722","1279677620",223892668
"2723","1279677620",230981281
"2724","1279677620",23228574
"2725","1279677620",236227840
"2726","1279677620",238468563
"2727","1279677620",240168395
"2728","1279677620",245185908
"2729","1279677620",248928360
"2730","1279677620",249364676
"2731","1279677620",250606734
"2732","1279677620",251171908
"2733","1279677620",251190542
"2734","1279677620",252498149
"2735","1279677620",25467789
"2736","1279677620",262014462
"2737","1279677620",273911484
"2738","1279677620",276216878
"2739","1279677620",277834343
"2740","1279677620",284789196
"2741","1279677620",28482910
"2742","1279677620",290474148
"2743","1279677620",298136580
"2744","1279677620",298201600
"2745","1279677620",301790769
