"","qq","troopid"
"743","1062967",251552620
"744","1062967",453455897
"745","1064912390",195495328
"746","1064912390",259645608
"747","1065290418",117985171
"748","1065290418",14579008
"749","1065290418",181450247
"750","1065290418",212471097
"751","1065290418",214923392
"752","1065290418",236070411
"753","1065290418",237296109
"754","1065290418",27997399
"755","1065290418",280097380
"756","1065290418",287260611
"757","1065290418",325731727
"758","1065290418",369020991
"759","1065290418",374983740
"760","1065290418",427099963
"761","1065290418",450163837
"762","1065290418",49076926
"763","1065290418",63247395
"764","1065290418",7859532
"765","1065290418",79746176
"766","1065421073",100925869
"767","106705817",386078547
"768","106705817",392323589
"769","106705817",427844008
"770","1070774041",17176148
"771","1070774041",249364676
"772","1072377263",159607459
"773","1072377263",28482910
"774","1072377263",313157219
"775","1072377263",326683526
"776","1072377263",33140777
"777","1072377263",337839521
"778","1072377263",342130772
"779","1072377263",427844008
"780","1072377263",63247395
"781","1072377263",80053905
"782","10727975",169819160
"783","10727975",242474723
"784","10727975",289353465
"785","10727975",384182259
"786","10727975",413519021
"787","107394399",326683526
"788","1073980643",78814260
"789","107704472",111610364
"790","107704472",119766947
"791","107704472",128550518
"792","107704472",186822140
"793","107704472",213319931
"794","107704472",410047491
"795","107704472",79746176
"796","10794142",169819160
"797","10794142",232601539
"798","1079958028",113187526
"799","1079958028",116030971
"800","1079958028",116950269
"801","1079958028",201371399
"802","1079958028",262566769
"803","1079958028",328537961
"804","1079958028",339059088
"805","1079958028",384040049
"806","1079958028",79746176
"807","1079958028",80053905
"808","10829144",142168489
"809","10829144",169233612
"810","108419758",144878957
"811","108419758",315852166
"812","108647839",102038086
"813","108647839",119467102
"814","108647839",128759777
"815","108647839",128906555
"816","108647839",131213846
"817","108647839",136382522
"818","108647839",161751052
"819","108647839",161780944
"820","108647839",162215943
"821","108647839",175354911
"822","108647839",184553838
"823","108647839",215027593
"824","108647839",218029041
"825","108647839",223943583
"826","108647839",252498149
"827","108647839",328600371
"828","108647839",3724576
"829","108647839",37669680
"830","108647839",413519021
"831","108647839",60201619
"832","108647839",74561271
"833","108647839",78814260
"834","108787662",113776916
"835","108787662",117985171
"836","108787662",122077044
"837","108787662",136382522
"838","108787662",138845219
"839","108787662",160706566
"840","108787662",161780944
"841","108787662",166357932
"842","108787662",170202595
"843","108787662",182019213
"844","108787662",182022738
"845","108787662",183272706
"846","108787662",185417836
"847","108787662",187821085
"848","108787662",219742587
"849","108787662",222506668
"850","108787662",230325333
"851","108787662",249334621
"852","108787662",251190542
"853","108787662",252498149
"854","108787662",257761125
"855","108787662",311670087
"856","108787662",319759454
"857","108787662",328600371
"858","108787662",334898166
"859","108787662",371503487
"860","108787662",372551173
"861","108787662",383370349
"862","108787662",385409866
"863","108787662",413519021
"864","108787662",414945924
"865","108787662",427533671
"866","108787662",83415226
"867","108787662",89259130
"868","108787662",9458450
"869","1090307767",120873964
"870","1090307767",338631780
"871","1090307767",80053905
"872","1092796694",107534910
"873","1092796694",122903762
"874","1092796694",171658975
"875","1092796694",185417836
"876","1092796694",222506668
"877","1092796694",28482910
"878","1092796694",313157219
"879","1092796694",330263192
"880","1092796694",41256498
"881","1092796694",80053905
"882","1095525312",262566769
"883","1095525312",272107335
"884","1095525312",276216878
"885","1095525312",318763412
"886","1095525312",427844008
"887","1097134683",13292352
"888","1097134683",315852166
"889","1097134683",329310714
"890","1099464560",107534910
"891","1099464560",138845219
"892","1099464560",159607459
"893","1099464560",427844008
"894","1099464560",63247395
"895","1099464560",80053905
"896","1102598292",472302442
"897","1103680917",118797678
"898","1103680917",126830699
"899","1103680917",131944043
"900","1103680917",145164815
"901","1103680917",160236131
"902","1103680917",179614857
"903","1103680917",188563226
"904","1103680917",218815484
"905","1103680917",237250796
"906","1103680917",281026627
"907","1103680917",28482910
"908","1103680917",290474148
"909","1103680917",318763412
"910","1103680917",322617738
"911","1103680917",374547765
"912","1103680917",384400375
"913","1103680917",427844008
"914","1103680917",438168506
"915","1103714465",135512928
"916","1103714465",297463962
"917","1103714465",79746176
"918","110423061",113187526
"919","110423061",138845219
"920","110423061",145887959
"921","110423061",159607459
"922","110423061",181572738
"923","110423061",185417836
"924","110423061",188563226
"925","110423061",251923038
"926","110423061",281161276
"927","110423061",28482910
"928","110423061",313157219
"929","110423061",427844008
"930","110423061",80053905
"931","1104804229",111610364
"932","1104804229",135512928
"933","1104804229",200072687
"934","1104804229",284789196
"935","1104804229",410047491
"936","1104804229",413519021
"937","1105031687",10709449
"938","1105031687",122903762
"939","1105031687",161780944
"940","1105031687",164431563
"941","1105031687",169233612
"942","1105031687",171305842
"943","1105031687",182813877
"944","1105031687",183240294
"945","1105031687",204295648
"946","1105031687",237703431
"947","1105031687",251171908
"948","1105031687",260353644
"949","1105031687",286705506
"950","1105031687",297463962
"951","1105031687",371811862
"952","1105031687",37669680
"953","1105031687",383370349
"954","1105031687",41256498
"955","1105031687",423804674
"956","1105031687",78814260
"957","1105031687",83415226
"958","110718099",142653040
"959","1109072941",264012989
"960","1109072941",91519241
"961","1109529732",10709449
"962","1109529732",117985171
"963","1109529732",138034104
"964","1109529732",159015281
"965","1109529732",170202595
"966","1109529732",195379279
"967","1109529732",230981281
"968","1109529732",284789196
"969","1109529732",376894218
"970","1109529732",79746176
"971","1109554330",141932479
"972","1109554330",160706566
"973","1109554330",187988726
"974","1109554330",264012989
"975","1109554330",311670087
"976","1109554330",348567370
"977","1109554330",456445270
"978","11099983",107534910
"979","11099983",107923385
"980","11099983",11084526
"981","11099983",113144675
"982","11099983",119468117
"983","11099983",131527997
"984","11099983",138845219
"985","11099983",140542305
"986","11099983",146101043
"987","11099983",159466319
"988","11099983",169819160
"989","11099983",17176148
"990","11099983",181572738
"991","11099983",185417836
"992","11099983",186822140
"993","11099983",207378037
"994","11099983",209893050
"995","11099983",213319931
"996","11099983",223442997
"997","11099983",230981281
"998","11099983",234244458
"999","11099983",245185908
"1000","11099983",246820299
"1001","11099983",277937133
"1002","11099983",286145417
"1003","11099983",318763412
"1004","11099983",331707961
"1005","11099983",372893577
"1006","11099983",390808979
"1007","11099983",427844008
"1008","11099983",452422809
"1009","11099983",456713672
"1010","11099983",477283915
"1011","11099983",62314452
"1012","11099983",74561271
"1013","11099983",80053905
"1014","1113778557",138845219
"1015","1113778557",223442997
"1016","1113778557",79746176
"1017","1114150941",172075617
"1018","11148451",133899484
"1019","11148451",138034104
"1020","11148451",151162420
"1021","11148451",413519021
"1022","11148451",413859631
"1023","11148451",467452715
"1024","1115995823",386078547
"1025","1119849225",100925869
"1026","1119849225",114760877
"1027","1119849225",122487023
"1028","1120483713",251552620
"1029","1120483713",319096993
"1030","1121867546",102038086
"1031","1121867546",107534910
"1032","1121867546",117839365
"1033","1121867546",135297366
"1034","1121867546",138845219
"1035","1121867546",156692410
"1036","1121867546",160093518
"1037","1121867546",17176148
"1038","1121867546",177362016
"1039","1121867546",181572738
"1040","1121867546",209893050
"1041","1121867546",221360973
"1042","1121867546",223892668
"1043","1121867546",230981281
"1044","1121867546",238468563
"1045","1121867546",240168395
"1046","1121867546",245185908
"1047","1121867546",248928360
"1048","1121867546",249364676
"1049","1121867546",251190542
"1050","1121867546",262014462
"1051","1121867546",284789196
"1052","1121867546",28482910
"1053","1121867546",313157219
"1054","1121867546",339059088
"1055","1121867546",342130772
"1056","1121867546",371495942
"1057","1121867546",372893577
"1058","1121867546",379285878
"1059","1121867546",386078547
"1060","1121867546",427844008
"1061","1121867546",489305454
"1062","1121867546",63247395
"1063","1123247682",113187526
"1064","1123247682",138845219
"1065","1123247682",234331
"1066","112336843",100925869
"1067","112336843",116030971
"1068","112336843",117985171
"1069","112336843",122487023
"1070","112336843",127207175
"1071","112336843",128350510
"1072","112336843",138387579
"1073","112336843",142168489
"1074","112336843",148613080
"1075","112336843",161780944
"1076","112336843",162623863
"1077","112336843",169819160
"1078","112336843",17867453
"1079","112336843",181450247
"1080","112336843",182019213
"1081","112336843",184553838
"1082","112336843",191520595
"1083","112336843",209987395
"1084","112336843",211510868
"1085","112336843",218652063
"1086","112336843",222506668
"1087","112336843",230325333
"1088","112336843",236227840
"1089","112336843",240284983
"1090","112336843",249334621
"1091","112336843",252498149
"1092","112336843",276847516
"1093","112336843",286978653
"1094","112336843",299342971
"1095","112336843",315522985
"1096","112336843",316593892
"1097","112336843",334898166
"1098","112336843",36055015
"1099","112336843",37669680
"1100","112336843",384182259
"1101","112336843",41256498
"1102","112336843",414945924
"1103","112336843",423804674
"1104","112336843",5665777
"1105","112336843",60045404
"1106","112336843",61198126
"1107","112336843",74561271
"1108","112517166",14579008
"1109","112517166",160706566
"1110","112517166",161751052
"1111","112517166",169819160
"1112","112517166",172510024
"1113","112517166",182019213
"1114","112517166",219742587
"1115","112517166",230325333
"1116","112517166",236227840
"1117","112517166",244535556
"1118","112517166",251190542
"1119","112517166",251371282
"1120","112517166",252498149
"1121","112517166",257897379
"1122","112517166",264012989
"1123","112517166",285980552
"1124","112517166",323696667
"1125","112517166",334898166
"1126","112517166",372551173
"1127","112517166",383638902
"1128","112517166",61198126
"1129","1125292314",262566769
"1130","1125292314",330263192
"1131","1125292314",342130772
"1132","1125292314",427844008
"1133","1131528172",10709449
"1134","1131528172",108074761
"1135","1131528172",142067876
"1136","1131528172",153931236
"1137","1131528172",160706566
"1138","1131528172",211510868
"1139","1131528172",216713036
"1140","1131528172",248723268
"1141","1131528172",280097380
"1142","1131528172",337549158
"1143","1131528172",36055015
"1144","1131528172",417061532
"1145","1131528172",434423350
"1146","1131528172",456445270
"1147","113286067",160093518
"1148","113318335",107534910
"1149","113318335",12392040
"1150","113318335",138845219
"1151","113318335",190242602
"1152","113318335",200072687
"1153","113318335",230325333
"1154","113318335",259645608
"1155","113318335",264012989
"1156","113318335",28482910
"1157","113318335",292825146
"1158","113318335",326683526
"1159","113318335",330263192
"1160","113318335",36055015
"1161","113318335",427844008
"1162","113318335",431560596
"1163","113318335",79746176
"1164","113318335",82037288
"1165","113382295",111610364
"1166","113382295",27997399
"1167","113382295",348567370
"1168","113382295",413519021
"1169","113382295",427099963
"1170","113382295",484346857
"1171","1136244133",138845219
"1172","1136244133",17176148
"1173","1136244133",230981281
"1174","1136244133",238468563
"1175","1136244133",262118891
"1176","1136244133",386078547
"1177","1136244133",427844008
"1178","1136371457",102038086
"1179","1136371457",107534910
"1180","1136371457",117839365
"1181","1136371457",135297366
"1182","1136371457",138845219
"1183","1136371457",156692410
"1184","1136371457",160093518
"1185","1136371457",17176148
"1186","1136371457",177362016
"1187","1136371457",181572738
"1188","1136371457",209893050
